,index,Image_ID,Question,Ground_Truth,Question_Type
388,619,6462.JPG,How many buildings are non flooded?,2,Complex_Counting
389,620,6462.JPG,How many buildings are in this image?,2,Simple_Counting
390,621,6463.JPG,How many buildings can be seen in the image?,3,Simple_Counting
391,622,6463.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
392,623,6463.JPG,How many buildings are non flooded?,3,Complex_Counting
393,624,6464.JPG,How many buildings are non flooded?,7,Complex_Counting
394,625,6464.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
395,626,6464.JPG,How many buildings can be seen in the image?,7,Simple_Counting
396,627,6465.JPG,How many buildings are non flooded in this image?,5,Complex_Counting
397,628,6465.JPG,How many buildings can be seen in this image?,5,Simple_Counting
398,629,6465.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
399,630,6466.JPG,How many buildings are non flooded in this image?,7,Complex_Counting
400,631,6466.JPG,What is the condition of road?,non flooded,Condition_Road
401,632,6466.JPG,How many buildings are in the image?,7,Simple_Counting
402,633,6466.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
403,634,6466.JPG,Is the entire road flooded?,No,Yes/No_Road
404,645,6469.JPG,How many buildings are in the image?,3,Simple_Counting
405,646,6469.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
406,647,6469.JPG,Is the entire road flooded?,No,Yes/No_Road
407,648,6469.JPG,How many buildings are non flooded?,3,Complex_Counting
408,649,6469.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
409,661,6477.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
410,662,6478.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
411,667,6481.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
412,668,6481.JPG,How many buildings are non flooded in this image?,5,Complex_Counting
413,669,6481.JPG,How many buildings can be seen in the image?,5,Simple_Counting
414,670,6481.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
415,671,6481.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
416,675,6484.JPG,How many buildings are non flooded?,2,Complex_Counting
417,676,6484.JPG,How many buildings are in the image?,2,Simple_Counting
418,677,6484.JPG,What is the overall condition of the given image?,flooded,Entire_Image_condition
419,679,6486.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
420,687,6492.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
421,688,6492.JPG,Is the entire road flooded?,No,Yes/No_Road
422,689,6492.JPG,How many buildings can be seen in this image?,2,Simple_Counting
423,690,6492.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
424,691,6492.JPG,How many buildings are non flooded in this image?,2,Complex_Counting
425,692,6496.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
426,693,6496.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
427,694,6496.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
428,696,6498.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
429,697,6499.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
430,699,6501.JPG,How many buildings can be seen in the image?,1,Simple_Counting
431,700,6501.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
432,701,6501.JPG,How many non flooded buildings can be seen in this image?,1,Complex_Counting
433,708,6504.JPG,How many non flooded buildings can be seen in this image?,3,Complex_Counting
434,709,6504.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
435,710,6504.JPG,How many buildings are in the image?,3,Simple_Counting
436,711,6505.JPG,How many buildings are non flooded?,4,Complex_Counting
437,712,6505.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
438,713,6505.JPG,How many buildings can be seen in the image?,4,Simple_Counting
439,714,6506.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
440,715,6506.JPG,How many buildings are non flooded?,4,Complex_Counting
441,716,6506.JPG,How many buildings can be seen in the image?,4,Simple_Counting
442,723,6509.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
443,724,6509.JPG,How many buildings can be seen in the image?,2,Simple_Counting
444,725,6509.JPG,How many buildings are non flooded in this image?,2,Complex_Counting
445,726,6510.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
446,727,6510.JPG,How many buildings are non flooded in this image?,4,Complex_Counting
447,728,6510.JPG,How many buildings can be seen in this image?,4,Simple_Counting
448,732,6512.JPG,How many buildings can be seen in the image?,3,Simple_Counting
449,733,6512.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
450,734,6512.JPG,How many buildings are non flooded in this image?,3,Complex_Counting
451,735,6513.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
452,736,6513.JPG,How many buildings are non flooded?,4,Complex_Counting
453,737,6513.JPG,How many buildings can be seen in this image?,4,Simple_Counting
454,744,6516.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
455,745,6516.JPG,How many buildings are in the image?,4,Simple_Counting
456,746,6516.JPG,How many buildings are non flooded in this image?,4,Complex_Counting
457,750,6520.JPG,How many buildings are non flooded?,4,Complex_Counting
458,751,6520.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
459,752,6520.JPG,How many buildings can be seen in this image?,4,Simple_Counting
460,759,6523.JPG,How many buildings are non flooded?,5,Complex_Counting
461,760,6523.JPG,How many buildings are in the image?,5,Simple_Counting
462,761,6523.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
463,762,6525.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
464,763,6525.JPG,How many non flooded buildings can be seen in this image?,3,Complex_Counting
465,764,6525.JPG,How many buildings are in the image?,3,Simple_Counting
466,765,6526.JPG,How many buildings can be seen in the image?,5,Simple_Counting
467,766,6526.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
468,767,6526.JPG,How many non flooded buildings can be seen in this image?,5,Complex_Counting
469,768,6527.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
470,769,6527.JPG,How many buildings are in this image?,4,Simple_Counting
471,770,6527.JPG,How many buildings are non flooded in this image?,4,Complex_Counting
472,771,6528.JPG,How many buildings are in the image?,5,Simple_Counting
473,772,6528.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
474,773,6528.JPG,How many buildings are non flooded?,5,Complex_Counting
475,774,6530.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
476,775,6530.JPG,How many buildings can be seen in the image?,5,Simple_Counting
477,776,6530.JPG,How many buildings are non flooded?,5,Complex_Counting
478,777,6531.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
479,778,6531.JPG,How many buildings are in the image?,3,Simple_Counting
480,779,6531.JPG,Is the entire road flooded?,No,Yes/No_Road
481,780,6531.JPG,What is the condition of road?,non flooded,Condition_Road
482,781,6531.JPG,How many non flooded buildings can be seen in this image?,3,Complex_Counting
483,782,6533.JPG,How many buildings are non flooded in this image?,3,Complex_Counting
484,783,6533.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
485,784,6533.JPG,How many buildings are in this image?,3,Simple_Counting
486,785,6534.JPG,What is the condition of road?,non flooded,Condition_Road
487,786,6534.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
488,787,6534.JPG,How many buildings are in this image?,2,Simple_Counting
489,788,6534.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
490,789,6534.JPG,How many buildings are non flooded?,2,Complex_Counting
491,790,6535.JPG,How many buildings can be seen in this image?,1,Simple_Counting
492,791,6535.JPG,What is the condition of road?,non flooded,Condition_Road
493,792,6535.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
494,793,6535.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
495,794,6535.JPG,How many non flooded buildings can be seen in this image?,1,Complex_Counting
496,798,6537.JPG,What is the condition of road?,non flooded,Condition_Road
497,799,6537.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
498,800,6537.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
499,801,6538.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
500,803,6540.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
501,804,6541.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
502,805,6542.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
503,806,6543.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
504,807,6544.JPG,How many buildings can be seen in this image?,1,Simple_Counting
505,808,6544.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
506,809,6544.JPG,How many buildings are non flooded?,1,Complex_Counting
507,813,6546.JPG,How many buildings can be seen in the image?,1,Simple_Counting
508,814,6546.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
509,815,6546.JPG,How many buildings are non flooded?,1,Complex_Counting
510,819,6548.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
511,820,6549.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
512,821,6549.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
513,822,6549.JPG,What is the condition of road?,non flooded,Condition_Road
514,829,6552.JPG,How many buildings are non flooded in this image?,2,Complex_Counting
515,830,6552.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
516,831,6552.JPG,How many buildings can be seen in the image?,2,Simple_Counting
517,838,6555.JPG,How many buildings are in this image?,2,Simple_Counting
518,839,6555.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
519,840,6555.JPG,How many non flooded buildings can be seen in this image?,2,Complex_Counting
520,841,6556.JPG,How many buildings are in this image?,4,Simple_Counting
521,842,6556.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
522,843,6556.JPG,How many buildings are non flooded?,4,Complex_Counting
523,850,6559.JPG,How many buildings are in the image?,5,Simple_Counting
524,851,6559.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
525,852,6559.JPG,Is the entire road flooded?,No,Yes/No_Road
526,853,6559.JPG,How many non flooded buildings can be seen in this image?,5,Complex_Counting
527,854,6559.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
